data,vendas,em_promocao,feriado_nacional,dia_da_semana_domingo,dia_da_semana_quarta-feira,dia_da_semana_quinta-feira,dia_da_semana_sabado,dia_da_semana_segunda-feira,dia_da_semana_sexta-feira,dia_da_semana_terca-feira
2023-10-06,135.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-10-08,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-10-09,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-10-11,123.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,150.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-10-14,154.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-10-15,124.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-10-18,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-10-19,191.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-10-20,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-21,220.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-10-22,166.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-10-23,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-10-25,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-27,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-30,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-10-31,107.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11-01,163.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02,270.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11-03,204.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-11-04,153.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-05,183.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-11-06,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-11-07,124.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11-08,118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-09,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11-10,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-11-11,253.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-12,123.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-11-13,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-11-14,108.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-15,163.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11-16,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-11-17,234.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-18,178.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-11-19,169.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11-20,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-21,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11-22,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-11-23,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-24,181.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-11-26,321.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11-27,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-28,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11-29,150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,108.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-12-02,207.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-12-03,169.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-12-05,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-12-06,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-12-08,248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12-09,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-12-10,208.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-11,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-12-13,109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-14,168.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-12-15,205.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-16,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-12-17,161.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-18,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-12-19,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12-20,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-12-21,126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-12-23,186.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-24,129.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-12-25,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12-26,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-12-27,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-12-28,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-12-31,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-01,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,139.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-05,174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-06,255.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-07,143.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-10,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-12,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-13,269.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-15,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-01-16,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-17,101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-01-18,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-19,188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-01-22,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-01-24,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-25,133.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-01-27,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-28,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-30,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-01-31,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-02-02,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-02-03,211.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-02-04,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-02-06,114.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-02-07,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-09,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-11,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-02-12,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-02-14,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-16,148.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-17,177.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-02-18,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-02-19,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-02-20,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-22,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-23,153.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-28,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-29,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-03-01,150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-03-06,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-03-08,140.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-03-09,230.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-03-10,174.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-03-12,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-03-13,131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,223.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-03-16,193.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-03-18,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-03-19,127.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,202.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-03-21,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-03-22,225.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-03-24,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-03-25,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,141.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-03-27,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-03-28,194.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-03-29,255.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,259.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-03-31,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-01,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-04-03,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-04-04,143.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-04-05,299.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,270.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-04-07,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-08,103.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-04-10,202.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-04-13,375.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,227.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-04-15,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-04-16,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-04-17,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-04-18,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-20,294.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-04-21,359.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-04-22,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,156.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-04-24,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-25,184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,300.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-04-28,199.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-04-29,175.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-05-01,212.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-05-02,181.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,360.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-05-04,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-05,192.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-05-06,124.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-05-08,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-05-09,153.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-05-10,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-11,275.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-12,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-05-13,117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-05-14,135.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-05-16,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-05-18,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-19,236.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-05-21,153.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-23,236.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-05-24,212.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-25,252.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-05-27,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-28,170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-05-29,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-31,175.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-06-01,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-02,173.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-04,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-06-05,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-06-06,193.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,266.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-06-08,324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-09,173.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-11,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-06-12,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-06-13,154.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-06-15,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-16,158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-06-17,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-06-18,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-06-20,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-06-21,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-23,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-06-25,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-29,239.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-07-01,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-07-02,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,147.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-05,206.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-07,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-07-09,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-07-10,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-07-12,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-13,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-07-14,171.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-07-16,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-07-17,102.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-18,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,148.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-21,128.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-07-23,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-07-24,93.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,126.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-07-26,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-07-27,223.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-28,127.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-29,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-07-31,152.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,128.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-02,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-08-03,217.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-04,132.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-06,96.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-08,89.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-09,148.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-10,157.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-11,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-13,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-08-14,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-16,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-17,189.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-18,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-19,106.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-20,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-08-21,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08-22,182.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-27,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
